days_rel_to_CRS,cytokine,num_patients,carHLH_pos,carHLH_neg,carHLH_pos_mean,carHLH_neg_mean,carHLH_pos_log10_mean,carHLH_neg_log10_mean,carHLH_pos_log10_median,carHLH_neg_log10_median,carHLH_pos_log10_IQR,carHLH_neg_log10_IQR,wilcox_pvalue,log2fc,padj_FDR
-5,IL-18BP,17,9,8,13019.465,9295.12675,4.051927023,3.923272794,4.047859544,3.922304401,0.298805459,0.222956041,0.321266968,0.486123723,0.688429218
-4,IL-18BP,14,9,5,12922.45511,9248.3624,4.006080996,3.919116007,4.041226398,3.898874362,0.313287823,0.266487645,0.518481518,0.482610354,0.952255301
-3,IL-18BP,19,11,8,11212.12909,8462.206125,4.009297413,3.890365081,4.041441521,3.85592609,0.157802219,0.161483264,0.108650208,0.405954527,0.543251039
-2,IL-18BP,19,12,7,13198.944,8624.794,4.070271509,3.914641208,4.110992753,3.891967971,0.268490972,0.203663264,0.142216401,0.613860605,0.610028459
-1,IL-18BP,18,10,8,13556.9287,9719.970375,4.096193164,3.960324855,4.12889243,3.976012304,0.136804758,0.079887668,0.101101513,0.480006553,0.65317557
0,IL-18BP,21,12,9,21772.60967,13241.621,4.276333658,4.097788843,4.324968672,4.120868724,0.304383087,0.244298265,0.095451298,0.717434596,0.47725649
1,IL-18BP,21,12,9,27814.93583,21543.25889,4.361219521,4.297081339,4.401683936,4.240013663,0.424846123,0.251128686,0.463913177,0.368623272,0.869837206
2,IL-18BP,22,13,9,50146.65477,35187.21244,4.604314309,4.505455235,4.630748799,4.56305901,0.573496604,0.235287315,0.347106355,0.511102236,0.473326847
3,IL-18BP,21,12,9,58853.03225,48787.68778,4.721662471,4.650078926,4.795892706,4.68561479,0.381334732,0.234497948,0.269102845,0.270599638,0.336378556
4,IL-18BP,23,14,9,70825.694,47055.032,4.811849725,4.63463936,4.929424035,4.645872602,0.086161017,0.19393183,0.021128272,0.589923822,0.039615511
5,IL-18BP,22,14,8,71054.36443,45692.41238,4.814675303,4.581355693,4.919510219,4.597119613,0.109102308,0.471412338,0.03591146,0.636968655,0.044889325
6,IL-18BP,22,14,8,66699.70043,38533.31325,4.782974191,4.50231432,4.874874887,4.491350922,0.172554206,0.298897155,0.040751134,0.791574042,0.050938917
7,IL-18BP,21,14,7,59999.29771,32530.26129,4.727325028,4.433044645,4.844393047,4.450088251,0.338962046,0.314037674,0.022000181,0.883163204,0.055000453
8,IL-18BP,17,12,5,54860.29383,16316.8358,4.680813323,4.181238016,4.779603294,4.256295342,0.383891122,0.228941917,0.007048409,1.749401036,0.021145226
9,IL-18BP,17,13,4,44299.33777,16716.924,4.584846296,4.178111104,4.64700729,4.241764452,0.227920714,0.21348503,0.022689076,1.405975724,0.113445378
10,IL-18BP,14,12,2,37763.62783,10500.163,4.495575574,3.99016747,4.47383723,3.99016747,0.318704577,0.166129481,0.087912088,1.846585643,0.188383046
-10,IL-1B,8,1,7,0.29,0.325142857,-0.537602002,-0.51632067,-0.537602002,-0.559090918,0,0.015794267,0.376991993,-0.16502083,0.957264957
-9,IL-1B,13,4,9,0.2825,0.342888889,-0.549170552,-0.489150611,-0.545221985,-0.537602002,0.019188533,0.071355909,0.527881801,-0.279490288,0.952124798
-8,IL-1B,22,9,13,0.282222222,0.354615385,-0.549516898,-0.4862699,-0.552841969,-0.568636236,0.015239967,0.087150176,0.864063947,-0.329423537,0.925782801
-7,IL-1B,29,14,15,0.281142857,0.2964,-0.55119037,-0.533499733,-0.552841969,-0.552841969,0.011429975,0.031034234,0.94572096,-0.076242054,0.94572096
-6,IL-1B,26,10,16,0.4436,0.328875,-0.473917486,-0.501685574,-0.552841969,-0.555966443,0.013407938,0.087150176,0.786208972,0.431720022,0.978972735
-5,IL-1B,25,8,17,0.42,0.299529412,-0.462441845,-0.529300653,-0.552841969,-0.552841969,0.015239967,0.021488916,0.546040712,0.487691655,0.846018577
-4,IL-1B,31,12,19,0.361333333,0.472105263,-0.47918972,-0.457308378,-0.552841969,-0.552841969,0.06664286,0.087150176,0.917723807,-0.385778216,0.952255301
-3,IL-1B,26,11,15,0.919090909,0.291466667,-0.411623137,-0.541978236,-0.552841969,-0.559090918,0.015239967,0.031034234,0.054600299,1.656876668,0.409502246
-2,IL-1B,40,16,24,0.29725,0.40175,-0.53039953,-0.475967872,-0.552841969,-0.552841969,0.015239967,0.045063219,0.725312545,-0.434621214,0.774498437
-1,IL-1B,32,15,17,0.316,0.300470588,-0.511628813,-0.532462061,-0.552841969,-0.552841969,0.015239967,0.021488916,0.17619402,0.07270078,0.65317557
0,IL-1B,41,17,24,0.920588235,0.323416667,-0.346150736,-0.511364076,-0.537602002,-0.552841969,0.132625565,0.045063219,0.093847057,1.509161978,0.47725649
1,IL-1B,35,15,20,0.836,0.5056,-0.278242585,-0.403828077,-0.48148606,-0.545221985,0.500827432,0.110343069,0.08932079,0.725506479,0.446922902
2,IL-1B,42,18,24,3.437777778,0.6775,0.065566958,-0.30680744,-0.14578955,-0.431956951,1.088143977,0.404614764,0.054647638,2.343183439,0.156255998
3,IL-1B,34,16,18,2.711875,0.732333333,0.047094261,-0.334295972,-0.082948672,-0.545221985,0.772974943,0.283051239,0.014317776,1.888718312,0.050901403
4,IL-1B,40,18,22,4.552222222,0.659545455,0.179110547,-0.323636691,0.052243556,-0.523120154,0.587903651,0.482761946,0.001070054,2.787026991,0.005504668
5,IL-1B,36,18,18,2.751666667,0.701444444,0.070102374,-0.407636947,-0.031617501,-0.552841969,0.730105761,0.019926679,6.55E-04,1.971904965,0.003277451
6,IL-1B,40,20,20,1.6938,0.3153,-0.07931811,-0.510634909,-0.13396403,-0.545221985,0.75980744,0.037904231,0.001380466,2.425466459,0.004141398
7,IL-1B,34,17,17,1.133529412,0.388,-0.238524051,-0.500880561,-0.292429824,-0.552841969,0.404100317,0.031034234,0.013029892,1.546693268,0.039089677
8,IL-1B,34,17,17,0.905882353,0.285647059,-0.325562898,-0.544977771,-0.48148606,-0.552841969,0.330993219,0.031034234,0.021155783,1.665090024,0.039667094
9,IL-1B,28,16,12,1.110625,1.388833333,-0.306899709,-0.393837584,-0.545221985,-0.545221985,0.260105355,0.02755606,0.345455103,-0.322501703,0.546607026
10,IL-1B,34,18,16,0.778888889,0.472875,-0.348530507,-0.473735669,-0.552841969,-0.537602002,0.430608351,0.02755606,0.621195845,0.719958666,0.85084827
-10,IL-2,9,1,8,1.05,17.29525,0.021189299,0.262585424,0.021189299,-0.091098363,0,0.395943351,0.845814839,-4.041914635,0.957264957
-9,IL-2,13,4,9,2.29,2.266666667,0.254426364,0.280069864,0.228971211,0.220108088,0.265044428,0.23559907,0.825174825,0.014775353,0.952124798
-8,IL-2,22,9,13,2.63,4.287692308,0.045451345,0.301797423,-0.124938737,0.133538908,0.126465257,0.806368429,0.240556638,-0.70513858,0.90151335
-7,IL-2,29,14,15,1.950142857,2.1528,0.140819666,0.13326532,6.07E-04,-0.101274818,0.555556655,0.479159515,0.826394439,-0.142634484,0.938852814
-6,IL-2,26,10,16,6.105,2.706375,0.390296556,0.241190063,0.275053,0.168769562,0.501801147,0.61977046,0.329377191,1.17362954,0.838642849
-5,IL-2,25,8,17,1.71875,1.092470588,0.116129198,-0.012852534,-0.003414197,-0.119186408,0.425414925,0.224288613,0.30517522,0.653765274,0.688429218
-4,IL-2,31,12,19,3.214166667,1.921052632,0.199442389,0.096130439,0.026539222,-0.119186408,0.439439668,0.411124467,0.501878567,0.742547695,0.952255301
-3,IL-2,26,11,15,3.360909091,0.890266667,0.156308822,-0.079201605,-0.055517328,-0.142667504,0.310545862,0.047466833,0.189234024,1.916542075,0.567702071
-2,IL-2,40,16,24,1.47075,2.164583333,0.022832771,0.101825959,-0.142667504,-0.139672322,0.155866917,0.339247499,0.727715648,-0.557537307,0.774498437
-1,IL-2,32,15,17,1.616666667,0.886705882,0.03639156,-0.081731718,-0.142667504,-0.142667504,0.281421827,0.047466833,0.877609253,0.866494695,0.877609253
0,IL-2,41,17,24,1.310705882,1.909666667,0.022293666,0.093302245,-0.124938737,-0.130926956,0.231527022,0.480318886,0.698912459,-0.542976851,0.793709946
1,IL-2,35,15,20,1.609333333,1.8427,0.065347017,0.051247745,-0.124938737,-0.142667504,0.344562003,0.16117017,0.749521171,-0.195358037,1
2,IL-2,42,18,24,1.670111111,1.759583333,0.053911193,0.046868781,-0.13380312,-0.142667504,0.247730159,0.252505398,0.758154587,-0.075289754,0.874793754
3,IL-2,34,16,18,1.169375,1.069111111,0.007815007,-0.032422369,-0.087774365,-0.142667504,0.21708409,0.047466833,0.296753113,0.129325855,0.342407438
4,IL-2,40,18,22,1.152888889,1.240545455,-0.002559633,-0.010447873,-0.13380312,-0.142667504,0.269429669,0.165671739,0.650988581,-0.10572112,0.650988581
5,IL-2,36,18,18,2.79,0.935111111,0.035131387,-0.074262897,-0.142667504,-0.142667504,0.114634131,0.019370723,0.146083662,1.577055419,0.146083662
6,IL-2,40,20,20,0.9336,0.7505,-0.060866548,-0.128731062,-0.142667504,-0.145704577,0.090200264,0.029555244,0.156781695,0.314952489,0.167980387
7,IL-2,34,17,17,0.776470588,0.909529412,-0.118993264,-0.092361332,-0.142667504,-0.148741651,0.023802915,0.006074148,0.510577537,-0.228189013,0.510577537
8,IL-2,34,17,17,0.854117647,0.745882353,-0.083874841,-0.131573783,-0.142667504,-0.148741651,0.023802915,0.006074148,0.1743637,0.195486708,0.201188885
9,IL-2,28,16,12,0.85375,0.805166667,-0.089504939,-0.103228637,-0.142667504,-0.142667504,0.023802915,0.038290991,0.980963739,0.084526226,0.980963739
10,IL-2,34,18,16,0.855,0.751875,-0.091488113,-0.126304294,-0.142667504,-0.142667504,0.019370723,0.0364731,0.764067751,0.185431588,0.922918733
-10,IL-4,9,1,8,0.12,0.1465,-0.920818754,-0.86193814,-0.920818754,-0.899848409,0,0.07639393,0.69611752,-0.287866259,0.957264957
-9,IL-4,13,4,9,0.1175,0.124666667,-0.930265894,-0.905193961,-0.920818754,-0.913640169,0.00944714,0.034762106,0.120247472,-0.085415013,0.876345159
-8,IL-4,22,9,13,0.126666667,0.342307692,-0.898503157,-0.765559289,-0.920818754,-0.886056648,0.06694679,0.072550667,0.782689992,-1.434256795,0.925782801
-7,IL-4,29,14,15,0.123,0.121466667,-0.911832236,-0.91850884,-0.920818754,-0.920818754,0.027866226,0.039864626,0.629951652,0.018097857,0.938852814
-6,IL-4,26,10,16,0.1232,0.118375,-0.911935985,-0.928403069,-0.920818754,-0.920818754,0.027866226,0.072550667,0.590503856,0.05763783,0.978972735
-5,IL-4,25,8,17,0.1275,0.117294118,-0.895713708,-0.932198205,-0.920818754,-0.920818754,0.06694679,0.037788561,0.077008876,0.120366584,0.512661015
-4,IL-4,31,12,19,0.122666667,0.122631579,-0.913416447,-0.915922734,-0.920818754,-0.920818754,0.014074465,0.072550667,0.675815541,4.13E-04,0.952255301
-3,IL-4,26,11,15,0.14,0.1176,-0.865947912,-0.931196228,-0.920818754,-0.920818754,0.06694679,0.041377853,0.036922398,0.251538767,0.409502246
-2,IL-4,40,16,24,0.120125,0.116833333,-0.921323899,-0.933897752,-0.920818754,-0.920818754,0,0.044967146,0.422674198,0.040084487,0.753628353
-1,IL-4,32,15,17,0.123333333,0.119176471,-0.910764264,-0.92582704,-0.920818754,-0.920818754,0.033473395,0.007178585,0.730181721,0.049463342,0.782337558
0,IL-4,41,17,24,0.426,0.12975,-0.798876558,-0.904886514,-0.920818754,-0.920818754,0.034762106,0.072550667,0.469964958,1.715118892,0.793709946
1,IL-4,35,15,20,0.224666667,0.1993,-0.822314247,-0.829577206,-0.920818754,-0.920818754,0.06694679,0.042808277,1,0.172844381,1
2,IL-4,42,18,24,1.47,0.175416667,-0.442371917,-0.818125675,-0.787559182,-0.920818754,0.866772787,0.13029388,0.046637894,3.066958422,0.156255998
3,IL-4,34,16,18,0.961875,0.249111111,-0.468477035,-0.829572122,-0.838890353,-0.920818754,1.006155619,0.080346159,0.026636638,1.94906005,0.050901403
4,IL-4,40,18,22,12.21122222,0.227363636,-0.265003183,-0.7732783,-0.631403679,-0.899848409,1.167267592,0.06694679,0.049768861,5.747062263,0.063971276
5,IL-4,36,18,18,2.517222222,2.070111111,-0.294411836,-0.781912344,-0.56893431,-0.920818754,1.061377931,0.043172499,0.016831492,0.282124379,0.025247238
6,IL-4,40,20,20,0.5151,0.1246,-0.567511375,-0.911104539,-0.701152407,-0.920818754,0.63460442,0.051863026,0.008978116,2.047548472,0.019238821
7,IL-4,34,17,17,0.255882353,0.116588235,-0.743965132,-0.935055339,-0.920818754,-0.920818754,0.318758763,0.037788561,0.057951077,1.134058438,0.12418088
8,IL-4,34,17,17,0.235294118,0.117764706,-0.739563646,-0.931117292,-0.920818754,-0.920818754,0.352182518,0.037788561,0.067893696,0.998558026,0.09423617
9,IL-4,28,16,12,0.160625,0.1435,-0.847054458,-0.892103662,-0.920818754,-0.920818754,0.06694679,0.049931378,0.244152054,0.162645717,0.457785102
10,IL-4,34,18,16,0.232222222,0.11825,-0.783483126,-0.930498239,-0.920818754,-0.920818754,0.06694679,0.039583207,0.077504235,0.973665852,0.188383046
-10,IL-6,9,1,8,4.05,38.745,0.607455023,0.368257062,0.607455023,0.16409803,0,0.310222286,0.444444444,-3.258016331,0.957264957
-9,IL-6,13,4,9,5.77,8.768888889,0.710645033,0.488324379,0.640485985,0.161368002,0.264369111,0.746611639,0.33006993,-0.603822731,0.876345159
-8,IL-6,22,9,13,7.355555556,14.63076923,0.683280437,0.6667013,0.807535028,0.451786436,0.681344041,0.771127467,0.844582043,-0.992099407,0.925782801
-7,IL-6,28,13,15,8.273076923,4.063333333,0.645882153,0.374618553,0.597695186,0.371067862,0.302372484,0.506261929,0.118445357,1.025760276,0.444170088
-6,IL-6,26,10,16,13.721,9.063125,0.882267095,0.626998731,0.890363823,0.483661642,0.515308828,0.693617309,0.20053523,0.598305142,0.838642849
-5,IL-6,25,8,17,5.27,5.454117647,0.561164359,0.495311299,0.641650614,0.311753861,0.631360635,0.530847675,0.753822897,-0.049542858,0.942278621
-4,IL-6,31,12,19,8.501666667,4.827368421,0.592913132,0.544482579,0.37775449,0.521138084,0.693875699,0.520326946,0.952255301,0.816508759,0.952255301
-3,IL-6,26,11,15,5.896363636,5.598666667,0.618610459,0.546392086,0.474216264,0.638489257,0.594485049,0.302371818,0.835513806,0.074742213,0.918816851
-2,IL-6,40,16,24,9.31125,8.17875,0.666392844,0.677500502,0.588453483,0.720080506,0.474518779,0.473082174,0.774498437,0.187094492,0.774498437
-1,IL-6,32,15,17,9.296666667,6.736470588,0.819984858,0.661782109,0.862131379,0.755112266,0.344087824,0.378386472,0.261270228,0.464720605,0.65317557
0,IL-6,41,17,24,111.0105882,26.42291667,1.280598996,1.136635454,1.1430148,1.057865816,0.517809682,0.457773422,0.665810056,2.070835657,0.793709946
1,IL-6,35,15,20,130.5806667,26.1605,1.425341634,1.272927273,1.307709923,1.303512939,0.476248664,0.410509268,0.705099664,2.319479292,1
2,IL-6,42,18,24,474.7138889,90.71875,2.072807254,1.576203342,1.953633402,1.606638518,1.61142217,0.844298771,0.069163805,2.387585593,0.156255998
3,IL-6,34,16,18,443.585625,122.265,2.070266866,1.367782918,2.062280149,1.263518345,1.785276923,1.011971992,0.026038877,1.859201142,0.050901403
4,IL-6,40,18,22,1137.366111,72.93727273,2.217829259,1.416385937,2.100628763,1.370490382,1.711075177,1.116870669,0.014962164,3.962896658,0.032061781
5,IL-6,36,18,18,593.9094444,116.7305556,2.259063448,1.172789108,2.552909859,1.175211335,1.599327266,1.035829144,0.001723005,2.347060722,0.005169015
6,IL-6,40,20,20,379.7705,20.979,2.037747213,0.950725483,2.25683917,0.952425367,1.528152428,0.781951303,1.55E-04,4.178110027,5.82E-04
7,IL-6,34,17,17,157.8705882,13.67,1.644493856,0.802934808,1.641672373,0.78604121,1.32777834,0.909881465,0.001741746,3.52965727,0.017018411
8,IL-6,34,17,17,112.0505882,9.362352941,1.654877277,0.710579637,1.713742478,0.792391689,1.343766553,0.955588325,0.001326135,3.58113526,0.004973005
9,IL-6,28,16,12,54.324375,32.18083333,1.386601113,1.048274899,1.299938808,1.012856055,0.765168064,0.578813472,0.090411549,0.755397986,0.271234648
10,IL-6,34,18,16,110.7788889,14.8475,1.455627199,0.737494075,1.302602083,0.627657966,0.987290414,0.638082865,0.004416971,2.899391036,0.033127283
-10,IL-8,9,1,8,12.49,67.72125,1.096562438,1.263517344,1.096562438,1.098557541,0,0.887555629,1,-2.438835126,1
-9,IL-8,13,4,9,27.6175,67.10555556,1.400189076,1.173139038,1.428066456,0.945468585,0.33919028,0.401145149,0.148251748,-1.28084948,0.876345159
-8,IL-8,22,9,13,35.18444444,91.48230769,1.438578281,1.499595181,1.257678575,1.230959556,0.474959412,0.879860146,0.555586828,-1.378555026,0.925782801
-7,IL-8,29,14,15,46.445,34.45933333,1.365610588,1.195267026,1.202679157,1.182414652,0.606440639,0.489288139,0.532545466,0.430628502,0.887575777
-6,IL-8,26,10,16,164.692,50.24125,1.538102101,1.336699408,1.483930942,1.25199062,0.837996621,0.625969835,0.736604518,1.712826213,0.978972735
-5,IL-8,25,8,17,137.21125,32.98823529,1.567912582,1.217453588,1.329374106,1.143639235,0.515129513,0.527018857,0.139846058,2.056375265,0.524422717
-4,IL-8,31,12,19,76.84583333,48.72315789,1.36708162,1.483004822,1.189523974,1.445915414,0.812746457,0.279322133,0.252017274,0.657359396,0.952255301
-3,IL-8,26,11,15,47.28,36,1.577234483,1.320454291,1.672190251,1.301247089,0.454669132,0.544759099,0.148444247,0.393233129,0.556665925
-2,IL-8,40,16,24,48.506875,47.71916667,1.480125227,1.425020295,1.483397867,1.341622204,0.422599357,0.294877948,0.520842368,0.023620389,0.774498437
-1,IL-8,32,15,17,47.73,28.28470588,1.550671996,1.260081716,1.713826424,1.261500773,0.448734115,0.327620426,0.053244392,0.754874167,0.65317557
0,IL-8,41,17,24,139.0135294,63.03708333,1.710299231,1.619937422,1.71858472,1.661844964,0.742391221,0.546213521,0.885597325,1.14095261,0.885597325
1,IL-8,35,15,20,150.826,58.803,1.855888664,1.674916335,1.833784375,1.746698002,0.509502207,0.457247157,0.346712272,1.358923483,0.857567288
2,IL-8,42,18,24,389.9283333,154.7708333,2.290479235,1.953632672,2.254269297,1.950670785,0.964040126,0.512466714,0.072919466,1.333075369,0.156255998
3,IL-8,34,16,18,467.26625,149.4866667,2.412178366,1.864727976,2.530241601,1.830055248,0.997380206,0.459975594,0.007925393,1.644228027,0.044281015
4,IL-8,40,18,22,592.7033333,188.8363636,2.553670828,1.992148146,2.739238703,2.011072777,0.827323863,0.425767036,0.002657574,1.650173564,0.007972723
5,IL-8,36,18,18,486.2561111,137.8527778,2.486945956,1.701677227,2.680428863,1.654345528,0.666933663,0.352316946,5.63E-04,1.818588043,0.003277451
6,IL-8,40,20,20,440.8085,57.541,2.406166987,1.654159851,2.49352486,1.690074494,0.801433949,0.381844673,1.14E-05,2.937489844,8.52E-05
7,IL-8,34,17,17,254.6452941,105.6229412,2.179003863,1.684559976,1.979001748,1.66152874,0.691562312,0.430205382,0.002269121,1.269565836,0.017018411
8,IL-8,34,17,17,324.4229412,44.81176471,2.264902391,1.567450365,2.237468333,1.611085733,0.670222709,0.42495307,7.76E-06,2.855926395,1.16E-04
9,IL-8,28,16,12,206.20875,140.0308333,2.074235177,1.68854642,1.913418439,1.577828648,0.467178824,0.18445454,0.002181728,0.558361023,0.032725923
10,IL-8,34,18,16,256.7766667,105.575,2.142634554,1.527678652,2.05122453,1.341546404,0.638220137,0.564888816,1.90E-04,1.282245863,0.002846102
-10,MIP-alpha,9,1,8,22.88,40.25875,1.35945602,1.549618292,1.35945602,1.490428875,0,0.256060663,0.444444444,-0.815215326,0.957264957
-9,MIP-alpha,13,4,9,33.7725,39.61555556,1.506564303,1.553005164,1.474898392,1.459693976,0.16441223,0.132939673,0.71048951,-0.230218056,0.952124798
-8,MIP-alpha,22,9,13,30.86666667,37.98461538,1.467758896,1.543040204,1.437750563,1.46478752,0.086026344,0.27538216,0.30050445,-0.29936552,0.90151335
-7,MIP-alpha,29,14,15,27.73142857,36.56933333,1.426439357,1.515253441,1.393669016,1.453624074,0.065660405,0.149692212,0.062953353,-0.399112388,0.444170088
-6,MIP-alpha,26,10,16,29.282,31.235625,1.463364544,1.463158228,1.456439026,1.448312264,0.079345186,0.175685089,0.978972735,-0.093178302,0.978972735
-5,MIP-alpha,25,8,17,33.1325,42.02647059,1.463962849,1.537738621,1.408255869,1.450864692,0.34956337,0.134874277,0.466411763,-0.343051238,0.846018577
-4,MIP-alpha,31,12,19,39.30416667,36.69315789,1.517761772,1.520656189,1.43250162,1.442636526,0.11730135,0.247122956,0.730199921,0.09917119,0.952255301
-3,MIP-alpha,26,11,15,49.50727273,38.94333333,1.52298326,1.544945151,1.437750563,1.46478752,0.127401021,0.195138623,0.363418524,0.3462641,0.77875398
-2,MIP-alpha,40,16,24,29.8675,38.53083333,1.456715149,1.543337321,1.438936083,1.508462251,0.142556687,0.146994081,0.139558398,-0.367436904,0.610028459
-1,MIP-alpha,32,15,17,36.59533333,46.18411765,1.515597743,1.564941554,1.43917474,1.467756051,0.185665399,0.161914216,0.496557413,-0.335737119,0.751095469
0,MIP-alpha,41,17,24,70.44235294,52.78125,1.671096345,1.654602721,1.517063873,1.601024121,0.436857178,0.355397702,0.74079595,0.416417581,0.793709946
1,MIP-alpha,34,15,19,69.75066667,61.55473684,1.748376657,1.708905088,1.735439203,1.649918719,0.216964277,0.464864747,0.681187072,0.180337125,1
2,MIP-alpha,42,18,24,158.4255556,68.31041667,1.998081386,1.75646489,1.977834725,1.794547885,0.648493677,0.357044719,0.091168536,1.213627577,0.170941004
3,MIP-alpha,34,16,18,154.423125,68.285,2.047015029,1.709489971,2.115671663,1.657214118,0.508026301,0.407760299,0.008856203,1.177248209,0.044281015
4,MIP-alpha,40,18,22,174.1022222,76.12045455,2.118346445,1.785056155,2.111748666,1.720160722,0.362188076,0.393890224,0.001343418,1.193578536,0.005504668
5,MIP-alpha,36,18,18,161.9016667,68.74333333,2.113588125,1.692371693,2.061913333,1.614949839,0.347452138,0.267014341,2.11E-04,1.235826123,0.003157622
6,MIP-alpha,40,20,20,134.0765,44.2685,2.031784387,1.618806709,2.016949291,1.608577773,0.321080272,0.230914196,1.13E-06,1.598703999,1.69E-05
7,MIP-alpha,34,17,17,121.0611765,75.45294118,1.97894337,1.71186936,1.835690571,1.643748685,0.487777631,0.451641209,0.005393566,0.682087233,0.020225871
8,MIP-alpha,34,17,17,111.5617647,42.25294118,1.958783423,1.598990576,1.937969003,1.542078146,0.476694681,0.282619643,1.81E-04,1.400718986,0.001353802
9,MIP-alpha,28,16,12,90.766875,264.0333333,1.877523013,1.745125385,1.896791915,1.526439119,0.480094435,0.43076499,0.019747513,-1.540482284,0.113445378
10,MIP-alpha,34,18,16,77.13888889,132.408125,1.814097364,1.685690585,1.820257096,1.533218575,0.369640248,0.319832317,0.042464808,-0.779461383,0.159243032
-10,TNF-alpha,9,1,8,3.28,4.9925,0.515873844,0.557595337,0.515873844,0.471212388,0,0.344993399,0.888888889,-0.606066613,0.957264957
-9,TNF-alpha,13,4,9,5.07,4.243333333,0.643726288,0.575728961,0.576327599,0.465382851,0.15242623,0.269747274,0.588641927,0.256787734,0.952124798
-8,TNF-alpha,22,9,13,4.576666667,5.786923077,0.55275853,0.676603104,0.432969291,0.694605199,0.281407606,0.328802574,0.393265249,-0.338499247,0.925782801
-7,TNF-alpha,29,14,15,4.148571429,3.931333333,0.566302254,0.544207663,0.534981969,0.587710965,0.328107457,0.317971781,0.779994961,0.077595933,0.938852814
-6,TNF-alpha,26,10,16,5.096,4.651875,0.67745167,0.603205891,0.724136678,0.595515804,0.137359148,0.327708415,0.391366663,0.131552947,0.838642849
-5,TNF-alpha,25,8,17,4.7375,4.221764706,0.593723342,0.547310149,0.463728812,0.463892989,0.428866266,0.345524214,0.620413623,0.166279769,0.846018577
-4,TNF-alpha,31,12,19,6.9825,6.199473684,0.750034669,0.702417891,0.603588204,0.720159303,0.425840701,0.271670821,0.888881004,0.171597928,0.952255301
-3,TNF-alpha,26,11,15,5.827272727,8.438666667,0.662696659,0.605943033,0.555094449,0.514547753,0.42582607,0.286084953,0.474226524,-0.534194234,0.79037754
-2,TNF-alpha,40,16,24,5.479375,7.911666667,0.697151307,0.712163334,0.684373952,0.717964367,0.30043356,0.317057702,0.761344885,-0.529970301,0.774498437
-1,TNF-alpha,32,15,17,6.332666667,5.335882353,0.742436284,0.681365098,0.665580991,0.673941999,0.268901155,0.337491056,0.550803344,0.247086284,0.751095469
0,TNF-alpha,41,17,24,9.612352941,9.0225,0.884890951,0.853445749,0.866287339,0.883349158,0.350216492,0.354543337,0.691397413,0.091362383,0.793709946
1,TNF-alpha,35,15,20,10.932,7.9285,0.9627694,0.853057379,0.922725458,0.87390121,0.267864509,0.302995234,0.400198068,0.463437513,0.857567288
2,TNF-alpha,42,18,24,18.28166667,11.59,1.117544737,0.978180085,1.11719764,0.970934528,0.605014447,0.234803846,0.303268842,0.657517035,0.454903262
3,TNF-alpha,34,16,18,16.426875,9.808888889,1.122525049,0.932135384,1.123650224,1.003490023,0.469671979,0.39978098,0.081378932,0.743896424,0.122068398
4,TNF-alpha,40,18,22,20.87722222,15.76045455,1.232876379,1.07638829,1.302750352,1.034060264,0.300265151,0.164148458,0.051177021,0.405620626,0.063971276
5,TNF-alpha,36,18,18,21.14166667,12.09777778,1.253810501,0.995149981,1.290937753,1.012790143,0.234727397,0.30549306,0.006402233,0.805347048,0.013719071
6,TNF-alpha,40,20,20,18.5095,13.1965,1.211376023,0.987029878,1.258034351,0.946517278,0.343628294,0.16359007,0.004266746,0.488110578,0.010666864
7,TNF-alpha,34,17,17,15.85294118,12.55588235,1.126647995,1.010513496,1.13289977,0.978636948,0.416977878,0.147179695,0.19054986,0.33638711,0.219865223
8,TNF-alpha,34,17,17,14.88058824,13.17764706,1.097534117,0.97657099,1.122215878,0.894316063,0.35188854,0.156907943,0.081918001,0.175338766,0.102397502
9,TNF-alpha,28,16,12,12.4825,12.69416667,1.020425593,0.984589731,0.988708374,0.846083157,0.299188037,0.381045217,0.507018546,-0.024258783,0.633773183
10,TNF-alpha,33,17,16,11.40941176,15.051875,0.957990579,0.993968187,0.849419414,0.843216686,0.375111147,0.34872163,1,-0.399718801,1
